1,1
1,3
1,5
1,7
1,9
1,11
1,13
1,15
1,17
1,19
1,21
1,23
1,25
1,27
1,29
1,31
1,33
1,35
1,37
1,39
1,41
1,43
1,45
1,47
1,49
1,51
1,53
1,55
1,57
1,59
1,61
1,63
1,65
1,67
1,69
1,71
1,73
1,75
1,77
1,79
1,81
1,83
1,85
1,87
1,89
1,91
1,93
1,95
1,97
1,99
1,101
1,103
1,105
1,107
1,109
1,111
1,113
1,115
1,117
1,119
1,121
1,123
1,125
1,127
1,129
1,131
1,133
4,1
4,3
4,5
4,7
4,9
4,11
4,12
4,13
4,15
4,17
4,19
4,21
4,23
4,25
4,27
5,1
5,3
5,5
5,7
5,9
5,11
5,13
5,15
5,17
5,19
5,21
5,23
5,25
5,27
5,29
5,31
5,33
5,35
5,37
5,39
5,41
5,43
5,45
5,47
5,49
5,51
5,53
5,55
5,57
5,59
5,61
5,63
5,65
5,67
5,69
5,71
5,73
5,75
5,77
5,79
5,81
5,83
5,85
5,87
5,89
5,91
5,93
5,95
5,97
5,99
5,101
5,103
5,105
5,107
5,109
5,111
5,113
5,115
5,117
5,119
5,121
5,123
5,125
5,127
5,129
5,131
5,133
5,135
5,137
5,139
5,141
5,143
5,145
5,147
5,149
6,1
6,3
6,5
6,7
6,9
6,11
6,13
6,15
6,17
6,19
6,21
6,23
6,25
6,27
6,29
6,31
6,33
6,35
6,37
6,39
6,41
6,43
6,45
6,47
6,49
6,51
6,53
6,55
6,57
6,59
6,61
6,63
6,65
6,67
6,69
6,71
6,73
6,75
6,77
6,79
6,81
6,83
6,85
6,87
6,89
6,91
6,93
6,95
6,97
6,99
6,101
6,103
6,105
6,107
6,109
6,111
6,113
6,115
8,1
8,3
8,5
8,7
8,9
8,11
8,13
8,14
8,15
8,17
8,19
8,21
8,23
8,25
8,27
8,29
8,31
8,33
8,35
8,37
8,39
8,41
8,43
8,45
8,47
8,49
8,51
8,53
8,55
8,57
8,59
8,61
8,63
8,65
8,67
8,69
8,71
8,73
8,75
8,77
8,79
8,81
8,83
8,85
8,87
8,89
8,91
8,93
8,95
8,97
8,99
8,101
8,103
8,105
8,107
8,109
8,111
8,113
8,115
8,117
8,119
8,121
8,123
8,125
9,1
9,3
9,5
9,7
9,9
9,11
9,13
9,15
10,1
10,3
10,5
11,1
12,1
12,3
12,5
12,7
12,9
12,11
12,13
12,15
12,17
12,19
12,21
12,23
12,27
12,29
12,31
12,33
12,35
12,37
12,39
12,41
12,43
12,45
12,47
12,49
12,51
12,53
12,55
12,57
12,59
12,61
12,63
12,65
12,67
12,69
12,71
12,73
12,75
12,77
12,79
12,81
12,83
12,85
12,86
12,87
12,89
12,91
12,93
12,95
12,97
12,99
12,101
12,103
12,105
12,107
12,109
12,111
12,113
12,115
12,117
12,119
12,121
12,123
12,125
12,127
12,129
12,131
12,133
13,1
13,3
13,5
13,7
13,9
13,11
13,13
13,15
13,17
13,19
13,21
13,23
13,25
13,27
13,29
13,31
13,33
13,35
13,37
13,39
13,43
13,45
13,47
13,49
13,51
13,53
13,55
13,57
13,59
13,61
13,63
13,65
13,67
13,69
13,71
13,73
13,75
13,77
13,79
13,81
13,83
13,85
13,87
13,89
13,91
13,93
13,95
13,97
13,99
13,101
13,103
13,105
13,107
13,109
13,111
13,113
13,115
13,117
13,119
13,121
13,123
13,125
13,127
13,129
13,131
13,133
13,135
13,137
13,139
13,141
13,143
13,145
13,147
13,149
13,151
13,153
13,155
13,157
13,159
13,161
13,163
13,165
13,167
13,169
13,171
13,173
13,175
13,177
13,179
13,181
13,183
13,185
13,187
13,189
13,191
13,193
13,195
13,197
13,199
13,201
13,205
13,207
13,209
13,211
13,213
13,215
13,217
13,219
13,221
13,223
13,225
13,227
13,229
13,231
13,233
13,235
13,237
13,239
13,241
13,243
13,245
13,247
13,249
13,251
13,253
13,255
13,257
13,259
13,261
13,263
13,265
13,267
13,269
13,271
13,273
13,275
13,277
13,279
13,281
13,283
13,285
13,287
13,289
13,291
13,293
13,295
13,297
13,299
13,301
13,303
13,305
13,307
13,309
13,311
13,313
13,315
13,317
13,319
13,321
16,1
16,3
16,5
16,7
16,9
16,11
16,13
16,15
16,17
16,19
16,21
16,23
16,25
16,27
16,29
16,31
16,33
16,35
16,37
16,39
16,41
16,43
16,45
16,47
16,49
16,51
16,53
16,55
16,57
16,59
16,61
16,63
16,65
16,67
16,69
16,71
16,73
16,75
16,77
16,79
16,81
16,83
16,85
16,87
17,1
17,3
17,5
17,7
17,9
17,11
17,13
17,15
17,17
17,19
17,21
17,23
17,25
17,27
17,29
17,31
17,33
17,35
17,37
17,39
17,41
17,43
17,45
17,47
17,49
17,51
17,53
17,55
17,57
17,59
17,61
17,63
17,65
17,67
17,69
17,71
17,73
17,75
17,77
17,79
17,81
17,83
17,85
17,87
17,89
17,91
17,93
17,95
17,97
17,99
17,101
17,103
17,105
17,107
17,109
17,111
17,113
17,115
17,117
17,119
17,121
17,123
17,125
17,127
17,129
17,131
17,133
17,135
17,137
17,139
17,141
17,143
17,145
17,147
17,149
